_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT,date,month,year
537,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2007,200709,944363,928310,0.28,1.73,938975,2007-09-01,9,2007
538,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2007,200710,949886,933377,0.58,1.77,940351,2007-10-01,10,2007
539,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2007,200711,950927,934534,0.11,1.75,941717,2007-11-01,11,2007
540,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2007,200712,951513,934624,0.06,1.81,943125,2007-12-01,12,2007
541,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200601,908310,900134,0.29,0.91,903482,2006-01-01,1,2006
542,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200602,912063,900378,0.41,1.3,904456,2006-02-01,2,2006
543,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200603,912720,901110,0.07,1.29,905424,2006-03-01,3,2006
544,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200604,914884,901493,0.24,1.49,906540,2006-04-01,4,2006
545,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200605,919418,902078,0.5,1.92,907985,2006-05-01,5,2006
546,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200606,923206,902357,0.41,2.31,909722,2006-06-01,6,2006
547,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200607,925067,902369,0.2,2.52,911613,2006-07-01,7,2006
548,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200608,925754,902717,0.07,2.55,913533,2006-08-01,8,2006
549,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200609,928310,903507,0.28,2.75,915600,2006-09-01,9,2006
550,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200610,933377,905800,0.55,3.04,917898,2006-10-01,10,2006
551,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200611,934534,906022,0.12,3.15,920274,2006-11-01,11,2006
552,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2006,200612,934624,905647,0.01,3.2,922689,2006-12-01,12,2006
553,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200501,900134,899868,0.07,0.03,898647,2005-01-01,1,2005
554,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200502,900378,899180,0.03,0.13,898747,2005-02-01,2,2005
555,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200503,901110,898614,0.08,0.28,898955,2005-03-01,3,2005
556,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200504,901493,897300,0.04,0.47,899304,2005-04-01,4,2005
557,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200505,902078,897576,0.06,0.5,899679,2005-05-01,5,2005
558,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200506,902357,898224,0.03,0.46,900024,2005-06-01,6,2005
559,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200507,902369,896291,0,0.68,900530,2005-07-01,7,2005
560,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200508,902717,897209,0.04,0.61,900989,2005-08-01,8,2005
561,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200509,903507,898479,0.09,0.56,901408,2005-09-01,9,2005
562,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200510,905800,900476,0.25,0.59,901852,2005-10-01,10,2005
563,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200511,906022,900768,0.02,0.58,902290,2005-11-01,11,2005
564,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2005,200512,905647,899513,-0.04,0.68,902801,2005-12-01,12,2005
565,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200401,899868,903937,-0.18,-0.45,903566,2004-01-01,1,2004
566,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200402,899180,903868,-0.08,-0.52,903176,2004-02-01,2,2004
567,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200403,898614,903533,-0.06,-0.54,902766,2004-03-01,3,2004
568,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200404,897300,902887,-0.15,-0.62,902300,2004-04-01,4,2004
569,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200405,897576,903302,0.03,-0.63,901823,2004-05-01,5,2004
570,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200406,898224,903576,0.07,-0.59,901377,2004-06-01,6,2004
571,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200407,896291,904065,-0.22,-0.86,900729,2004-07-01,7,2004
572,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200408,897209,903950,0.1,-0.75,900168,2004-08-01,8,2004
573,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200409,898479,905245,0.14,-0.75,899604,2004-09-01,9,2004
574,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200410,900476,906255,0.22,-0.64,899122,2004-10-01,10,2004
575,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200411,900768,904764,0.03,-0.44,898789,2004-11-01,11,2004
576,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2004,200412,899513,901484,-0.14,-0.22,898625,2004-12-01,12,2004
577,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200301,903937,902274,-0.03,0.18,904149,2003-01-01,1,2003
578,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200302,903868,902492,-0.01,0.15,904263,2003-02-01,2,2003
579,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200303,903533,903191,-0.04,0.04,904292,2003-03-01,3,2003
580,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200304,902887,904252,-0.07,-0.15,904178,2003-04-01,4,2003
581,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200305,903302,904833,0.05,-0.17,904050,2003-05-01,5,2003
582,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200306,903576,904144,0.03,-0.06,904003,2003-06-01,6,2003
583,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200307,904065,903663,0.05,0.04,904037,2003-07-01,7,2003
584,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200308,903950,903601,-0.01,0.04,904066,2003-08-01,8,2003
585,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200309,905245,904598,0.14,0.07,904120,2003-09-01,9,2003
586,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200310,906255,906023,0.11,0.03,904139,2003-10-01,10,2003
587,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200311,904764,904850,-0.16,-0.01,904132,2003-11-01,11,2003
588,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2003,200312,901484,904198,-0.36,-0.3,903906,2003-12-01,12,2003
589,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200201,902274,900359,-0.35,0.21,902552,2002-01-01,1,2002
590,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200202,902492,900176,0.02,0.26,902745,2002-02-01,2,2002
591,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200203,903191,900401,0.08,0.31,902978,2002-03-01,3,2002
592,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200204,904252,901250,0.12,0.33,903228,2002-04-01,4,2002
593,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200205,904833,902066,0.06,0.31,903459,2002-05-01,5,2002
594,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200206,904144,902099,-0.08,0.23,903629,2002-06-01,6,2002
595,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200207,903663,901940,-0.05,0.19,903773,2002-07-01,7,2002
596,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200208,903601,901491,-0.01,0.23,903948,2002-08-01,8,2002
597,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200209,904598,902391,0.11,0.24,904132,2002-09-01,9,2002
598,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200210,906023,905314,0.16,0.08,904191,2002-10-01,10,2002
599,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200211,904850,905739,-0.13,-0.1,904117,2002-11-01,11,2002
600,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2002,200212,904198,905487,-0.07,-0.14,904010,2002-12-01,12,2002
601,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200101,900359,888252,0.18,1.36,893819,2001-01-01,1,2001
602,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200102,900176,888432,-0.02,1.32,894798,2001-02-01,2,2001
603,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200103,900401,888420,0.02,1.35,895797,2001-03-01,3,2001
604,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200104,901250,889515,0.09,1.32,896774,2001-04-01,4,2001
605,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200105,902066,890635,0.09,1.28,897727,2001-05-01,5,2001
606,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200106,902099,891931,0,1.14,898574,2001-06-01,6,2001
607,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200107,901940,893452,-0.02,0.95,899282,2001-07-01,7,2001
608,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200108,901491,893724,-0.05,0.87,899929,2001-08-01,8,2001
609,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200109,902391,894576,0.1,0.87,900580,2001-09-01,9,2001
610,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200110,905314,897278,0.32,0.9,901250,2001-10-01,10,2001
611,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200111,905739,898795,0.05,0.77,901829,2001-11-01,11,2001
612,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2001,200112,905487,898716,-0.03,0.75,902393,2001-12-01,12,2001
613,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200001,888252,NA,0.06,NA,888252,2000-01-01,1,2000
614,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200002,888432,NA,0.02,NA,888342,2000-02-01,2,2000
615,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200003,888420,NA,0,NA,888368,2000-03-01,3,2000
616,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200004,889515,NA,0.12,NA,888655,2000-04-01,4,2000
617,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200005,890635,NA,0.13,NA,889051,2000-05-01,5,2000
618,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200006,891931,NA,0.15,NA,889531,2000-06-01,6,2000
619,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200007,893452,NA,0.17,NA,890091,2000-07-01,7,2000
620,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200008,893724,882088,0.03,1.32,890545,2000-08-01,8,2000
621,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200009,894576,885765,0.1,0.99,890993,2000-09-01,9,2000
622,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200010,897278,887584,0.3,1.09,891622,2000-10-01,10,2000
623,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200011,898795,888192,0.17,1.19,892274,2000-11-01,11,2000
624,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2000,200012,898716,887678,-0.01,1.24,892811,2000-12-01,12,2000
625,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202501,246293,246468,-0.08,-0.07,246688,2025-01-01,1,2025
626,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202502,246354,246673,0.02,-0.13,246661,2025-02-01,2,2025
627,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202503,246248,246602,-0.04,-0.14,246632,2025-03-01,3,2025
628,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202504,246060,246893,-0.08,-0.34,246562,2025-04-01,4,2025
629,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202505,245725,246749,-0.14,-0.41,246477,2025-05-01,5,2025
630,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202506,245298,246813,-0.17,-0.61,246351,2025-06-01,6,2025
631,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202507,245468,247005,0.07,-0.62,246223,2025-07-01,7,2025
632,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202508,245208,246661,-0.11,-0.59,246102,2025-08-01,8,2025
633,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202509,NA,246529,NA,NA,NA,2025-09-01,9,2025
634,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202510,NA,246647,NA,NA,NA,2025-10-01,10,2025
635,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202511,NA,246902,NA,NA,NA,2025-11-01,11,2025
636,Altersgruppen,Minderjährige (0 bis 17 Jahre),2025,202512,NA,246486,NA,NA,NA,2025-12-01,12,2025
637,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202401,246468,247020,0.03,-0.22,246495,2024-01-01,1,2024
638,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202402,246673,246961,0.08,-0.12,246471,2024-02-01,2,2024
639,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202403,246602,247005,-0.03,-0.16,246437,2024-03-01,3,2024
640,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202404,246893,246777,0.12,0.05,246447,2024-04-01,4,2024
641,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202405,246749,246156,-0.06,0.24,246496,2024-05-01,5,2024
642,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202406,246813,246308,0.03,0.21,246538,2024-06-01,6,2024
643,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202407,247005,246546,0.08,0.19,246577,2024-07-01,7,2024
644,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202408,246661,246201,-0.14,0.19,246615,2024-08-01,8,2024
645,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202409,246529,246316,-0.05,0.09,246633,2024-09-01,9,2024
646,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202410,246647,246348,0.05,0.12,246658,2024-10-01,10,2024
647,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202411,246902,246454,0.1,0.18,246695,2024-11-01,11,2024
648,Altersgruppen,Minderjährige (0 bis 17 Jahre),2024,202412,246486,246396,-0.17,0.04,246702,2024-12-01,12,2024
649,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202301,247020,241131,-0.01,2.44,245844,2023-01-01,1,2023
650,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202302,246961,241321,-0.02,2.34,246314,2023-02-01,2,2023
651,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202303,247005,244538,0.02,1.01,246519,2023-03-01,3,2023
652,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202304,246777,245679,-0.09,0.45,246611,2023-04-01,4,2023
653,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202305,246156,246111,-0.25,0.02,246614,2023-05-01,5,2023
654,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202306,246308,246322,0.06,-0.01,246613,2023-06-01,6,2023
655,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202307,246546,246596,0.1,-0.02,246609,2023-07-01,7,2023
656,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202308,246201,246142,-0.14,0.02,246614,2023-08-01,8,2023
657,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202309,246316,246576,0.05,-0.11,246592,2023-09-01,9,2023
658,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202310,246348,246183,0.01,0.07,246606,2023-10-01,10,2023
659,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202311,246454,246592,0.04,-0.06,246595,2023-11-01,11,2023
660,Altersgruppen,Minderjährige (0 bis 17 Jahre),2023,202312,246396,247042,-0.02,-0.26,246541,2023-12-01,12,2023
661,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202201,241131,238968,-0.04,0.91,240139,2022-01-01,1,2022
662,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202202,241321,239182,0.08,0.89,240317,2022-02-01,2,2022
663,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202203,244538,239385,1.33,2.15,240747,2022-03-01,3,2022
664,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202204,245679,239618,0.47,2.53,241252,2022-04-01,4,2022
665,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202205,246111,239594,0.18,2.72,241795,2022-05-01,5,2022
666,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202206,246322,239709,0.09,2.76,242346,2022-06-01,6,2022
667,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202207,246596,240057,0.11,2.72,242891,2022-07-01,7,2022
668,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202208,246142,240072,-0.18,2.53,243397,2022-08-01,8,2022
669,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202209,246576,240283,0.18,2.62,243921,2022-09-01,9,2022
670,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202210,246183,240617,-0.16,2.31,244385,2022-10-01,10,2022
671,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202211,246592,240790,0.17,2.41,244869,2022-11-01,11,2022
672,Altersgruppen,Minderjährige (0 bis 17 Jahre),2022,202212,247042,241232,0.18,2.41,245353,2022-12-01,12,2022
673,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202101,238968,237403,0.02,0.66,238219,2021-01-01,1,2021
674,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202102,239182,237523,0.09,0.7,238357,2021-02-01,2,2021
675,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202103,239385,237698,0.08,0.71,238498,2021-03-01,3,2021
676,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202104,239618,237801,0.1,0.76,238649,2021-04-01,4,2021
677,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202105,239594,237568,-0.01,0.85,238818,2021-05-01,5,2021
678,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202106,239709,237761,0.05,0.82,238980,2021-06-01,6,2021
679,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202107,240057,238074,0.15,0.83,239146,2021-07-01,7,2021
680,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202108,240072,238054,0.01,0.85,239314,2021-08-01,8,2021
681,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202109,240283,238472,0.09,0.76,239465,2021-09-01,9,2021
682,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202110,240617,238783,0.14,0.77,239617,2021-10-01,10,2021
683,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202111,240790,239012,0.07,0.74,239766,2021-11-01,11,2021
684,Altersgruppen,Minderjährige (0 bis 17 Jahre),2021,202112,241232,238912,0.18,0.97,239959,2021-12-01,12,2021
685,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202001,237403,233627,0.2,1.62,235558,2020-01-01,1,2020
686,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202002,237523,233870,0.05,1.56,235863,2020-02-01,2,2020
687,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202003,237698,233974,0.07,1.59,236173,2020-03-01,3,2020
688,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202004,237801,234632,0.04,1.35,236437,2020-04-01,4,2020
689,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202005,237568,234591,-0.1,1.27,236685,2020-05-01,5,2020
690,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202006,237761,234793,0.08,1.26,236933,2020-06-01,6,2020
691,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202007,238074,235589,0.13,1.05,237140,2020-07-01,7,2020
692,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202008,238054,235719,-0.01,0.99,237334,2020-08-01,8,2020
693,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202009,238472,236033,0.18,1.03,237538,2020-09-01,9,2020
694,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202010,238783,236260,0.13,1.07,237748,2020-10-01,10,2020
695,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202011,239012,236915,0.1,0.89,237923,2020-11-01,11,2020
696,Altersgruppen,Minderjährige (0 bis 17 Jahre),2020,202012,238912,236921,-0.04,0.84,238088,2020-12-01,12,2020
697,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201901,233627,230178,0.12,1.5,232132,2019-01-01,1,2019
698,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201902,233870,230472,0.1,1.47,232441,2019-02-01,2,2019
699,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201903,233974,230498,0.04,1.51,232757,2019-03-01,3,2019
700,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201904,234632,230833,0.28,1.65,233103,2019-04-01,4,2019
701,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201905,234591,NA,-0.02,NA,233227,2019-05-01,5,2019
702,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201906,234793,231634,0.09,1.36,233490,2019-06-01,6,2019
703,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201907,235589,232183,0.34,1.47,233774,2019-07-01,7,2019
704,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201908,235719,232044,0.06,1.58,234080,2019-08-01,8,2019
705,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201909,236033,232360,0.13,1.58,234386,2019-09-01,9,2019
706,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201910,236260,232978,0.1,1.41,234660,2019-10-01,10,2019
707,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201911,236915,233474,0.28,1.47,234946,2019-11-01,11,2019
708,Altersgruppen,Minderjährige (0 bis 17 Jahre),2019,201912,236921,233354,0,1.53,235244,2019-12-01,12,2019
709,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201801,230178,227699,0.07,1.09,229025,2018-01-01,1,2018
710,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201802,230472,227968,0.13,1.1,229233,2018-02-01,2,2018
711,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201803,230498,227918,0.01,1.13,229448,2018-03-01,3,2018
712,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201804,230833,228096,0.15,1.2,229676,2018-04-01,4,2018
713,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201805,NA,228421,NA,NA,NA,2018-05-01,5,2018
714,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201806,231634,228827,NA,1.23,230046,2018-06-01,6,2018
715,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201807,232183,228785,0.24,1.49,230354,2018-07-01,7,2018
716,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201808,232044,229199,-0.06,1.24,230613,2018-08-01,8,2018
717,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201809,232360,229470,0.14,1.26,230876,2018-09-01,9,2018
718,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201810,232978,229359,0.27,1.58,231205,2018-10-01,10,2018
719,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201811,233474,230055,0.21,1.49,231516,2018-11-01,11,2018
720,Altersgruppen,Minderjährige (0 bis 17 Jahre),2018,201812,233354,230018,-0.05,1.45,231819,2018-12-01,12,2018
721,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201701,227699,224289,0.04,1.52,226179,2017-01-01,1,2017
722,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201702,227968,224510,0.12,1.54,226467,2017-02-01,2,2017
723,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201703,227918,224547,-0.02,1.5,226748,2017-03-01,3,2017
724,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201704,228096,224410,0.08,1.64,227055,2017-04-01,4,2017
725,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201705,228421,224760,0.14,1.63,227360,2017-05-01,5,2017
726,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201706,228827,225374,0.18,1.53,227648,2017-06-01,6,2017
727,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201707,228785,226123,-0.02,1.18,227869,2017-07-01,7,2017
728,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201708,229199,226610,0.18,1.14,228085,2017-08-01,8,2017
729,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201709,229470,227064,0.12,1.06,228286,2017-09-01,9,2017
730,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201710,229359,227417,-0.05,0.85,228448,2017-10-01,10,2017
731,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201711,230055,228031,0.3,0.89,228616,2017-11-01,11,2017
732,Altersgruppen,Minderjährige (0 bis 17 Jahre),2017,201712,230018,227597,-0.02,1.06,228818,2017-12-01,12,2017
733,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201601,224289,217102,0.31,3.31,220502,2016-01-01,1,2016
734,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201602,224510,217103,0.1,3.41,221119,2016-02-01,2,2016
735,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201603,224547,217407,0.02,3.28,221714,2016-03-01,3,2016
736,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201604,224410,218027,-0.06,2.93,222246,2016-04-01,4,2016
737,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201605,224760,218196,0.16,3.01,222793,2016-05-01,5,2016
738,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201606,225374,219297,0.27,2.77,223299,2016-06-01,6,2016
739,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201607,226123,219741,0.33,2.9,223831,2016-07-01,7,2016
740,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201608,226610,220606,0.22,2.72,224332,2016-08-01,8,2016
741,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201609,227064,221984,0.2,2.29,224755,2016-09-01,9,2016
742,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201610,227417,222575,0.16,2.18,225158,2016-10-01,10,2016
743,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201611,228031,223199,0.27,2.16,225561,2016-11-01,11,2016
744,Altersgruppen,Minderjährige (0 bis 17 Jahre),2016,201612,227597,223598,-0.19,1.79,225894,2016-12-01,12,2016
745,Altersgruppen,Minderjährige (0 bis 17 Jahre),2015,201501,217102,211471,0.39,2.66,214080,2015-01-01,1,2015
746,Altersgruppen,Minderjährige (0 bis 17 Jahre),2015,201502,217103,211683,0,2.56,214531,2015-02-01,2,2015
747,Altersgruppen,Minderjährige (0 bis 17 Jahre),2015,201503,217407,211798,0.14,2.65,214999,2015-03-01,3,2015
